Rank	Dataset	cut-off	confidence	sequence number	group number	min alignment length	fasta filename	classification filename
species	Dufourea	0.98	0.8926	40	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Macalpinomyces	0.99	0.9201	46	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saccharata	0.988	0.9906	35	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cladia	0.988	0.8318	95	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hirsutella	0.985	0.8808	105	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Niebla	0.988	0.8318	37	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Subulicystidium	0.964	0.8353	88	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Teunomyces	0.971	0.9372	30	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pseudocyphellaria	0.988	0.8318	101	43	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Capronia	0.974	0.9367	30	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Protoblastenia	0.988	0.8318	39	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pachyphlodes	0.954	0.916	73	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Plagiostoma	0.989	0.9001	61	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Derxomyces	0.972	0.9817	64	31	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dermoloma	0.972	0.8833	40	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dermatocarpon	0.985	0.8603	117	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dirina	0.962	0.9093	120	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Anzia	0.988	0.8318	34	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Oropogon	0.972	0.8954	46	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Kondoa	0.956	0.9304	43	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Celoporthe	0.989	0.9001	33	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Septobasidium	0.982	0.9333	38	31	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lobariella	0.971	0.8596	51	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Stephanospora	0.971	0.8446	63	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phyllopsora	0.988	0.8318	112	44	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lamprospora	0.932	0.9122	32	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Balsamia	0.97	0.8626	37	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cerinomyces	0.965	0.8547	98	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanconiella	0.989	0.9001	37	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lopadostoma	0.981	0.9035	33	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Filobasidiaceae	0.953	0.9923	309	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cytosporaceae	0.986	0.964	218	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Nectriaceae	0.976	0.9096	2681	203	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gymnoascaceae	0.983	0.882	84	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Incrustoporiaceae	0.99	0.8599	241	37	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Inocybaceae	0.984	0.8407	1353	478	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aspergillaceae	0.985	0.9192	2147	222	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Glomerellaceae	0.927	0.9301	1736	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Arthrodermataceae	0.983	0.9191	868	39	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tuberaceae	0.966	0.8749	1316	123	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cordycipitaceae	0.986	0.916	1191	114	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Thelephoraceae	0.975	0.8333	594	133	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bionectriaceae	0.989	0.9014	1176	172	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ramalinaceae	0.988	0.8318	950	345	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Peniophoraceae	0.985	0.7958	446	120	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cladosporiaceae	0.98	0.9268	702	46	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pleosporaceae	0.984	0.912	1891	140	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coniochaetaceae	0.987	0.839	133	40	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Erysiphaceae	0.987	0.8423	1519	305	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Diaporthaceae	0.989	0.9075	592	85	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Russulaceae	0.985	0.7997	3255	758	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenochaetaceae	0.985	0.8417	1981	418	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trichocomaceae	0.985	0.9104	683	95	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Boletaceae	0.985	0.8552	1822	480	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenogastraceae	0.989	0.7985	1343	270	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leptosphaeriaceae	0.976	0.9209	385	81	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Microascaceae	0.984	0.9001	645	71	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lyophyllaceae	0.987	0.8114	550	94	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pichiaceae	0.962	0.9141	866	89	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ustilaginaceae	0.989	0.9008	362	119	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sarocladiaceae	0.985	0.8808	251	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mycosphaerellaceae	0.993	0.8915	1687	410	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Steccherinaceae	0.984	0.8913	523	84	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rhytismataceae	0.987	0.839	439	124	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pleurotaceae	0.976	0.8729	456	59	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clavicipitaceae	0.984	0.8985	1203	131	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Irpicaceae	0.977	0.9045	650	65	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cortinariaceae	0.993	0.8625	2264	721	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Crepidotaceae	0.985	0.8253	170	64	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Agaricales_fam_Incertae_sedis	0.989	0.8144	1376	284	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ploettnerulaceae	0.986	0.8806	217	46	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Entolomataceae	0.99	0.8306	1312	421	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Psathyrellaceae	0.99	0.8013	1049	306	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ophiocordycipitaceae	0.985	0.8808	1326	167	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Debaryomycetaceae	0.981	0.9216	928	100	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Helvellaceae	0.97	0.832	295	84	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Massarinaceae	0.987	0.8721	197	64	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Botryosphaeriaceae	0.978	0.9765	1389	54	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phanerochaetaceae	0.986	0.8781	782	83	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lycoperdaceae	0.989	0.7985	481	70	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saccharomycodaceae	0.989	0.9422	364	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Verrucariaceae	0.985	0.8603	866	277	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sclerodermataceae	0.977	0.8987	518	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hygrophoraceae	0.976	0.8093	1455	320	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Didymellaceae	0.983	0.9447	528	78	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Omphalotaceae	0.989	0.8435	1207	183	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Geastraceae	0.967	0.8303	358	80	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sporocadaceae	0.99	0.9125	235	53	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hydnaceae	0.978	0.8116	531	114	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rhynchogastremaceae	0.983	0.901	150	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Peltigeraceae	0.988	0.8318	1411	274	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lecideaceae	0.988	0.8318	354	78	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phallaceae	0.985	0.7924	227	49	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saccharomycetales_fam_Incertae_sedis	0.971	0.9372	2508	238	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Parmeliaceae	0.988	0.8318	3045	708	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chaetosphaeriaceae	0.991	0.8942	305	186	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ceratocystidaceae	0.984	0.8463	715	65	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Orbiliaceae	0.988	0.8318	801	306	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Polyporaceae	0.985	0.8751	1320	227	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Morchellaceae	0.97	0.832	216	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Stachybotryaceae	0.985	0.8808	334	87	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tricholomataceae	0.983	0.8767	879	138	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hypocreaceae	0.985	0.9203	2332	184	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Agaricaceae	0.989	0.8152	2378	575	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Onygenaceae	0.983	0.882	459	116	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phyllostictaceae	0.991	0.9767	629	41	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pezizomycotina_fam_Incertae_sedis	0.977	0.9276	184	134	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Amanitaceae	0.985	0.8026	1593	325	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pucciniastraceae	0.986	0.9446	97	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sclerotiniaceae	0.974	0.9311	736	72	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sporormiaceae	0.984	0.8742	185	40	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tulasnellaceae	0.955	0.9079	277	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeosphaeriaceae	0.987	0.8721	901	278	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sporidiobolaceae	0.988	0.9443	765	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Caliciaceae	0.988	0.8318	426	141	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pezizellaceae	0.985	0.8927	147	102	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ganodermataceae	0.984	0.8583	310	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pucciniaceae	0.982	0.8574	981	142	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chaetomiaceae	0.988	0.8931	889	114	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cystobasidiaceae	0.98	0.9506	118	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pyronemataceae	0.97	0.832	907	211	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Schizoparmaceae	0.989	0.9868	96	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mycenaceae	0.983	0.8247	910	219	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Nigrogranaceae	0.987	0.8721	33	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Physalacriaceae	0.969	0.8673	739	85	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Exobasidiaceae	0.97	0.8538	157	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Roussoellaceae	0.987	0.9102	78	38	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lachnaceae	0.987	0.8423	291	97	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Strophariaceae	0.984	0.8649	821	139	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cladoniaceae	0.988	0.8318	1011	288	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Apiosporaceae	0.968	0.8927	499	51	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Discinaceae	0.991	0.8859	208	38	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hydnodontaceae	0.964	0.8353	319	86	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenochaetales_fam_Incertae_sedis	0.97	0.9005	246	45	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cryphonectriaceae	0.989	0.9001	188	37	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Atheliaceae	0.971	0.8284	202	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trapeliaceae	0.988	0.8318	206	62	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Meripilaceae	0.951	0.8736	223	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saccharomycopsidaceae	0.951	0.9543	153	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Xenospadicoidaceae	0.956	0.9591	31	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Thermoascaceae	0.964	0.9177	228	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cantharellaceae	0.985	0.7924	212	63	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Auriculariaceae	0.987	0.9164	446	62	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hypoxylaceae	0.972	0.8418	1067	158	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Torulaceae	0.974	0.909	90	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Teloschistaceae	0.988	0.8318	1672	407	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Graphostromataceae	0.984	0.8585	268	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Serpulaceae	0.99	0.8898	120	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mollisiaceae	0.988	0.884	335	59	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Podoscyphaceae	0.973	0.8918	149	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bankeraceae	0.984	0.8434	360	65	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hydnangiaceae	0.989	0.7985	162	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Calosphaeriaceae	0.978	0.9292	43	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pertusariaceae	0.959	0.8322	82	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Stictidaceae	0.937	0.9526	109	47	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trichosporonaceae	0.983	0.9542	361	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Magnaporthaceae	0.975	0.8641	226	44	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Xylariaceae	0.971	0.8748	860	237	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tremellaceae	0.983	0.901	263	68	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Herpotrichiellaceae	0.982	0.9098	1175	151	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaffomycetaceae	0.983	0.9573	620	65	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Myxotrichaceae	0.969	0.8799	134	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Fomitopsidaceae	0.984	0.8583	729	98	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Plectosphaerellaceae	0.964	0.9595	423	30	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cephalothecaceae	0.988	0.8815	99	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Strigulaceae	0.946	0.9514	77	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ophiostomataceae	0.987	0.9083	634	155	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pluteaceae	0.985	0.819	791	168	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Xylariales_fam_Incertae_sedis	0.983	0.8766	94	51	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Metschnikowiaceae	0.908	0.9118	572	60	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Arctomiaceae	0.961	0.9342	31	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Diatrypaceae	0.99	0.9176	371	67	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Botryobasidiaceae	0.936	0.8645	56	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Peltulaceae	0.961	0.9683	42	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Drepanopezizaceae	0.967	0.9776	79	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trypetheliaceae	0.944	0.959	65	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lophiotremataceae	0.986	0.8912	43	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Suillaceae	0.983	0.9386	196	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coniocybaceae	0.958	0.8616	102	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hypocreales_fam_Incertae_sedis	0.989	0.816	97	49	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Didymosphaeriaceae	0.987	0.8721	486	98	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Microdochiaceae	0.969	0.945	90	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lecanoraceae	0.988	0.8318	1136	244	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanconiellaceae	0.989	0.9001	67	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saccharomycetaceae	0.965	0.9523	1622	101	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Auriscalpiaceae	0.973	0.8691	185	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Schizoporaceae	0.988	0.9059	529	87	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Polyporales_fam_Incertae_sedis	0.983	0.8299	531	88	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Piskurozymaceae	0.968	0.9824	139	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanommataceae	0.985	0.8795	115	47	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Helotiales_fam_Incertae_sedis	0.985	0.8231	298	108	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Callistosporiaceae	0.965	0.9108	88	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lentitheciaceae	0.987	0.8721	96	56	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Marasmiaceae	0.983	0.8188	752	182	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rickenellaceae	0.985	0.8735	301	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gomphaceae	0.979	0.8038	568	147	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dermateaceae	0.987	0.8423	361	72	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cryptococcaceae	0.981	0.969	384	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dacrymycetaceae	0.965	0.8547	162	68	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sparassidaceae	0.967	0.9158	141	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cerrenaceae	0.984	0.8588	151	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Megasporaceae	0.988	0.8318	397	101	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Periconiaceae	0.987	0.8721	156	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Stereaceae	0.982	0.8579	333	62	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ochrolechiaceae	0.988	0.8318	64	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coniothyriaceae	0.987	0.8721	93	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Togniniaceae	0.99	0.9297	88	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bondarzewiaceae	0.977	0.8667	188	41	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Helotiaceae	0.987	0.8423	504	127	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Savoryellaceae	0.986	0.8393	47	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ascomycota_fam_Incertae_sedis	0.944	0.9456	100	54	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pezizaceae	0.97	0.832	594	164	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gnomoniaceae	0.989	0.9001	207	75	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coniophoraceae	0.966	0.9643	137	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lichinaceae	0.922	0.9619	50	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dothideomycetes_fam_Incertae_sedis	0.959	0.9528	124	50	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Neocamarosporiaceae	0.994	0.8793	69	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Teratosphaeriaceae	0.986	0.9129	694	177	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Candelariaceae	0.988	0.8318	175	46	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sarcoscyphaceae	0.952	0.8485	167	48	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hyaloscyphaceae	0.986	0.8964	350	66	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cucurbitariaceae	0.987	0.8721	119	56	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gloeophyllaceae	0.977	0.9144	206	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Physciaceae	0.988	0.8318	648	180	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melampsoraceae	0.983	0.8468	94	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Meruliaceae	0.984	0.8907	793	105	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lopadostomataceae	0.981	0.9035	74	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cenangiaceae	0.973	0.8649	78	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Muyocopronaceae	0.982	0.925	73	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sebacinaceae	0.985	0.7924	102	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clavariaceae	0.989	0.7985	365	112	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Collemataceae	0.973	0.8394	185	43	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lophiostomataceae	0.987	0.8721	157	78	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pleurotheciaceae	0.987	0.909	93	44	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Geoglossaceae	0.988	0.8318	138	53	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gelatinodiscaceae	0.933	0.8849	68	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chlorociboriaceae	0.981	0.9291	65	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Amphisphaeriaceae	0.987	0.9162	65	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pannariaceae	0.988	0.8318	235	99	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mrakiaceae	0.983	0.901	293	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tephromelataceae	0.953	0.8463	234	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bolbitiaceae	0.989	0.7985	416	144	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trichomonascaceae	0.969	0.9406	511	125	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Distoseptisporaceae	0.987	0.9283	67	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hysteriaceae	0.91	0.9023	69	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Teichosporaceae	0.994	0.8761	39	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Colacogloeaceae	0.954	0.9869	40	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gymnosporangiaceae	0.944	0.9458	66	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trichotheliaceae	0.966	0.8698	39	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Podosporaceae	0.988	0.879	174	53	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
