Rank	Dataset	cut-off	confidence	sequence number	group number	min alignment length	fasta filename	classification filename
species	Zasmidium	0.993	0.8915	132	53	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Golovinomyces	0.987	0.8423	87	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mollisia	0.988	0.884	95	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leucoagaricus	0.989	0.8152	320	89	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rhodocybe	0.975	0.9242	55	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leptosphaeria	0.976	0.9209	109	31	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Peziza	0.97	0.832	190	53	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Conocybe	0.989	0.7985	255	101	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Starmerella	0.961	0.9628	206	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Toninia	0.988	0.8318	30	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Distoseptispora	0.987	0.9283	67	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lentinellus	0.973	0.8797	91	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Colacogloea	0.954	0.9869	40	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gymnosporangium	0.944	0.9458	66	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hyaloscypha	0.968	0.9621	247	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Terfezia	0.981	0.9277	83	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lecania	0.965	0.9077	55	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Favolaschia	0.985	0.925	49	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leucocoprinus	0.982	0.8487	87	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clitocybe	0.978	0.8635	180	41	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Flavoplaca	0.988	0.8318	128	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Porina	0.959	0.915	32	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clavaria	0.955	0.8087	153	48	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeoclavulina	0.979	0.8038	62	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Volvariella	0.975	0.9094	114	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phylloporus	0.985	0.8851	113	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ramaria	0.978	0.8122	413	99	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cladorrhinum	0.988	0.879	49	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clavariadelphus	0.979	0.8038	45	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tolypocladium	0.985	0.8808	132	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Physisporinus	0.984	0.8907	57	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cuphophyllus	0.976	0.8093	102	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hodophilus	0.978	0.851	82	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Vishniacozyma	0.973	0.9207	145	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lobaria	0.988	0.8318	141	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cora	0.986	0.8229	154	48	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gnomonia	0.989	0.9001	43	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Acarospora	0.988	0.8318	255	70	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Metschnikowia	0.908	0.9118	220	46	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chaetosphaeria	0.948	0.9236	62	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Fomitiporia	0.985	0.8417	157	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phellinus	0.985	0.8417	475	55	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phyllachora	0.93	0.939	45	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pyrenula	0.985	0.8603	97	42	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Preussia	0.984	0.8742	60	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Scytalidium	0.949	0.8425	39	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cosmospora	0.976	0.9096	58	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Circinaria	0.988	0.8318	87	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Knufia	0.987	0.9451	64	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chroogomphus	0.984	0.9159	81	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dictyocheirospora	0.988	0.8729	31	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Exidia	0.987	0.9584	72	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Microglossum	0.987	0.839	45	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dictyosporium	0.988	0.8729	31	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tetrapyrgos	0.986	0.8304	61	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Malbranchea	0.983	0.882	82	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hydnellum	0.968	0.8702	232	39	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Fuscoporia	0.985	0.8417	196	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aphanoascus	0.983	0.882	71	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Diatrype	0.99	0.9176	59	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Akanthomyces	0.986	0.916	86	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Retiboletus	0.985	0.8552	30	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dactylellina	0.988	0.8318	68	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bryoria	0.985	0.8701	123	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Inosperma	0.984	0.8407	93	38	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Microbotryum	0.981	0.9077	71	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Entyloma	0.989	0.8613	57	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Thalloidima	0.931	0.972	39	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bacidina	0.988	0.8318	37	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Resinicium	0.968	0.9829	61	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tubaria	0.976	0.9301	73	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeophyscia	0.988	0.8318	92	28	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Neurospora	0.991	0.8995	55	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Biatora	0.967	0.9448	126	46	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pisolithus	0.969	0.9493	224	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Deconica	0.984	0.8649	61	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Calicium	0.988	0.8318	86	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ceratocystiopsis	0.987	0.9083	36	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Podoscypha	0.973	0.8918	61	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chlorophyllum	0.988	0.9203	154	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ramularia	0.993	0.8915	145	54	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Perenniporia	0.985	0.8751	220	43	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Albatrellus	0.98	0.9171	52	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Parmotrema	0.988	0.8318	197	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rossbeevera	0.985	0.8552	54	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dacrymyces	0.964	0.8728	78	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cladobotryum	0.985	0.9203	84	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Triangularia	0.969	0.8953	40	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cyathus	0.974	0.8879	81	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Descolea	0.981	0.8405	65	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rhizopogon	0.993	0.8995	346	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Graphium	0.984	0.8463	38	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Uromyces	0.982	0.8574	173	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenoscyphus	0.985	0.8706	251	44	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coprinus	0.985	0.9071	89	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lyophyllum	0.987	0.8114	168	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Venturia	0.992	0.8915	186	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanogaster	0.987	0.9578	66	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Diploschistes	0.988	0.8318	94	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aureonarius	0.978	0.9867	41	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Panellus	0.975	0.9385	97	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tilletia	0.989	0.8572	170	54	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lobothallia	0.969	0.8598	46	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cronartium	0.983	0.8468	58	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Alnicola	0.995	0.8469	39	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aspicilia	0.988	0.8318	143	50	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Daedalea	0.984	0.8583	73	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Nemania	0.964	0.936	308	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Diatrypella	0.99	0.9176	69	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Myrothecium	0.985	0.8808	46	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ceriporiopsis	0.934	0.9479	116	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Heterodermia	0.988	0.8318	80	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cystoderma	0.981	0.8293	112	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Verrucaria	0.985	0.8603	284	81	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chaenotheca	0.958	0.8616	76	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Strobilomyces	0.956	0.8807	68	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Grosmannia	0.987	0.9083	60	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Uromycladium	0.983	0.8468	47	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanohalea	0.988	0.8618	129	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeotremella	0.983	0.901	42	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clitocybula	0.98	0.8621	46	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Corticium	0.984	0.8998	50	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Umbilicaria	0.988	0.8318	339	59	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Micropsalliota	0.989	0.8152	36	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dothiora	0.987	0.8721	47	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lactifluus	0.975	0.8218	518	165	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rosellinia	0.972	0.913	112	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Schizothecium	0.988	0.879	31	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Flavoparmelia	0.989	0.8704	45	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Placidium	0.985	0.8603	44	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeocollybia	0.989	0.8874	133	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Kwoniella	0.981	0.969	58	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phallus	0.985	0.7924	105	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Helicoma	0.987	0.8721	41	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Kazachstania	0.965	0.9523	244	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Boletellus	0.953	0.8893	45	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phylloporia	0.962	0.886	56	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Myxarium	0.946	0.9116	43	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aleurodiscus	0.986	0.91	96	31	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenochaete	0.988	0.8606	358	70	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Elsinoe	0.991	0.9156	180	76	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phomopsis	0.989	0.9075	118	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeosphaeria	0.987	0.8721	165	51	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phyllactinia	0.987	0.8423	140	48	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Suillellus	0.955	0.8967	52	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Physconia	0.988	0.8318	173	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Basidiodendron	0.987	0.8864	30	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sarcoscypha	0.973	0.8917	40	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Trapeliopsis	0.972	0.8732	51	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Clitopilus	0.99	0.8306	100	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Antrodiella	0.99	0.9348	80	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dioszegia	0.983	0.901	83	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Septoria	0.993	0.8915	121	51	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Polyozellus	0.979	0.8577	89	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Picipes	0.985	0.8751	57	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sporormiella	0.981	0.8821	93	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lyomyces	0.988	0.9059	91	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Niesslia	0.985	0.8808	71	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ogataea	0.983	0.9251	70	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Anthracocystis	0.989	0.9008	46	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Mycosphaerella	0.982	0.9483	220	37	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Genea	0.948	0.859	128	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Antrodia	0.981	0.8801	206	35	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phialophora	0.959	0.9813	106	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cyanosporus	0.984	0.8583	54	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rhodosporidiobolus	0.988	0.9443	108	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Variospora	0.988	0.8318	50	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phaeosphaeriopsis	0.974	0.9304	48	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Canoparmelia	0.988	0.8318	37	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Peniophorella	0.985	0.9185	157	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hemimycena	0.913	0.9333	33	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cyphellophora	0.984	0.925	127	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Toxicocladosporium	0.98	0.9268	32	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gyroporus	0.985	0.8552	64	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lipomyces	0.974	0.9093	46	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lachnellula	0.987	0.8423	39	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Butyriboletus	0.99	0.9018	103	22	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Elaphomyces	0.985	0.9104	78	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gerronema	0.989	0.8144	46	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gloeocystidiellum	0.968	0.9261	36	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Bolbitius	0.983	0.835	56	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Nakazawaea	0.971	0.9372	53	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ambrosiella	0.982	0.9332	52	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Wickerhamiella	0.969	0.9406	94	31	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Scytinostroma	0.943	0.9245	63	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Coleosporium	0.977	0.8902	54	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lecidella	0.988	0.8318	123	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pulveroboletus	0.985	0.8552	31	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tubulicrinis	0.961	0.9833	40	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Taphrina	0.988	0.8318	69	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Xerocomellus	0.974	0.8915	124	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Geoglossum	0.988	0.8318	53	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tarzetta	0.983	0.8584	30	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Phlebiopsis	0.986	0.8781	100	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hyphoderma	0.984	0.8583	210	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hyphopichia	0.943	0.9734	83	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Raffaelea	0.983	0.9429	35	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gymnoascus	0.981	0.9213	37	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sarcogyne	0.988	0.8318	48	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Polyblastia	0.985	0.8603	65	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ophiognomonia	0.984	0.9147	113	34	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lepraria	0.971	0.8569	190	42	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lentaria	0.962	0.9375	43	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Postia	0.968	0.9289	127	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pannaria	0.983	0.8523	42	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chrysomyxa	0.983	0.8468	87	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Psoroma	0.988	0.8318	38	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Septoriella	0.987	0.8721	57	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Rutstroemia	0.99	0.8822	45	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Scheffersomyces	0.981	0.9216	79	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Octaviania	0.981	0.9215	47	20	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Scolecobasidium	0.963	0.8782	83	32	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Melanelixia	0.989	0.9149	100	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Micarea	0.961	0.8853	98	50	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Pyxine	0.988	0.8318	39	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Aureoboletus	0.989	0.9377	60	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Macrolepiota	0.978	0.9234	99	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Xylographa	0.973	0.8901	64	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gomphidius	0.961	0.9908	62	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hypochnicium	0.968	0.9106	50	15	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Multifurca	0.991	0.9203	38	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Gyalolechia	0.988	0.8318	71	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Roccella	0.979	0.8399	180	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Camarosporidiella	0.987	0.8721	30	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Protoparmelia	0.988	0.8318	59	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Lasallia	0.972	0.9489	34	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Junghuhnia	0.97	0.9614	160	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leptographium	0.987	0.9083	82	25	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Graphilbum	0.987	0.9083	40	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Ascosphaera	0.983	0.9092	44	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Blastenia	0.975	0.9287	103	10	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Helicogloea	0.968	1	34	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Cercophora	0.957	0.9023	58	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hymenogaster	0.989	0.7985	90	17	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Haploporus	0.985	0.8751	36	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Passalora	0.988	0.9038	31	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hydnophlebia	0.979	0.9115	33	11	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Abrothallus	0.987	0.8721	37	23	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dendrostoma	0.989	0.9001	46	18	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Podospora	0.988	0.879	93	36	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dictyonema	0.968	0.9273	66	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Chaenothecopsis	0.95	0.8975	44	29	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Neodevriesia	0.993	0.8901	44	27	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Thelonectria	0.976	0.9096	81	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Leucopaxillus	0.983	0.8767	52	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Hyalorbilia	0.988	0.8318	60	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Nannizziopsis	0.961	0.9141	35	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Calonectria	0.976	0.9096	78	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Geopora	0.97	0.832	108	14	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Polycauliona	0.981	0.9717	65	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Naucoria	0.989	0.7985	75	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Suhomyces	0.926	0.9376	63	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sporisorium	0.991	0.9148	106	39	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Sugiyamaella	0.982	0.9621	46	26	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Austroboletus	0.945	0.8653	52	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Saturnispora	0.953	0.9273	33	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Teratosphaeria	0.979	0.9381	218	51	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Fuscidea	0.949	0.9785	31	12	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Glutinoglossum	0.988	0.8318	31	13	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Tubeufia	0.987	0.8721	45	24	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Yamadazyma	0.981	0.9216	69	21	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Zopfiella	0.959	0.8841	37	16	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
species	Dactylella	0.989	0.8731	31	19	50	dikarya_fungi.species.fasta	dikarya_fungi.species.classification
